LIST_NO,LIST_DATE,LEVELS_MF,ADDRESS,NO_BEDROOMS,FURNISHED_RN,HIGH_SCHOOL,LIST_OR_SALE_PRICE,LIST_PRICE,ORIG_PRICE,SQUARE_FEET,NEIGHBORHOOD,OFF_MKT_DATE,OFFER_DATE,RENT_FEE_INCLUDES_RN
73309157,11/3/24,,113 Aldrich St U:1,3,,,3275,3275,3275,1775,,11/12/24,11/12/24,"Grounds Maintenance, Laundry Facilities"
73309160,11/3/24,,253 Linden St,4,,,5000,5000,5300,2200,,12/31/24,12/31/24,"Water, Refuse Removal, Laundry Facilities, Parking "
73309166,11/3/24,,190 Alleghany St U:A,3,No,,4700,4000,4000,1297,,11/12/24,11/12/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73309167,11/3/24,,14 Adams St U:3,2,,,1650,1650,1650,900,,11/21/24,11/21/24,"Water, Sewerage Disposal, Parking "
73309175,11/3/24,,33 Calumet U:3,4,No,,6400,6400,6400,1257,,11/20/24,11/20/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73309176,11/3/24,,25 Rowena St U:2,4,,,3000,3000,3000,1600,,1/3/25,1/3/25,Water
73309177,11/3/24,,114 P St U:A,3,,,4400,4500,5100,1732,,12/10/24,12/10/24,"Water, Sewerage Disposal"
73309179,11/3/24,,16 Spring Ct U:A,3,,,3495,3495,3495,1250,,11/14/24,11/14/24,"Water, Sewerage Disposal"
73309182,11/3/24,,16 Pasadena Rd U:2,3,No,,3500,3500,3500,1700,,12/4/24,11/21/24,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance"
73309209,11/4/24,,949 State Rd. U:104,1,No,,2000,2000,2000,745,,11/18/24,11/18/24,"Water, Refuse Removal, Snow Removal, Parking , Security"
73309211,11/4/24,,286 Bunker Hill Street U:Garden,1,,,2525,2690,2800,1000,,12/28/24,12/28/24,"Water, Sewerage Disposal, Garden Area, Laundry Facilities"
73309213,11/4/24,,16 Miner U:310,0,,,2700,2700,2700,665,,1/3/25,1/3/25,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Recreational Facilities, Grounds Maintenance"
73309215,11/4/24,,32 Hancock Rd,4,No,Weston High,6000,6000,6000,2403,,12/21/24,12/21/24,"Swimming Pool, Occupancy Only, Parking "
73309217,11/4/24,,15 N Main St U:10,1,No,,1650,1595,1695,550,,12/14/24,12/14/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal"
73309218,11/4/24,,636 Beacon St U:205,1,Yes,,2550,2700,2850,504,,12/9/24,12/9/24,"Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73309220,11/4/24,,15 N Main St U:20,2,No,,1995,1995,2095,700,,1/8/25,1/8/25,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal"
73309221,11/4/24,,15 N Main St U:30,2,No,,2050,1995,1995,700,,11/18/24,11/18/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal"
73309224,11/4/24,,150 Staniford Street U:700,1,No,,3000,3000,3000,689,,11/25/24,11/19/24,"Heat, Hot Water, Water, Sewerage Disposal, Snow Removal, Recreational Facilities, Grounds Maintenance, Air Conditioning, Laundry Facilities, Parking "
73309226,11/4/24,,2 Ross Place U:2,2,No,,4000,4000,4000,1400,,12/10/24,12/10/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73309230,11/4/24,,20 Kenmar Drive U:172,1,No,,1825,1875,1900,610,,12/11/24,12/11/24,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Swimming Pool, Extra Storage, Laundry Facilities, Parking "
73309241,11/4/24,,56 Bancroft Park U:56,3,No,,2300,2300,2300,1746,,12/7/24,12/2/24,Refuse Removal
73309244,11/4/24,,32 Adams U:1,2,,,2550,2550,2800,1175,,1/30/25,1/30/25,"Water, Sewerage Disposal"
73309245,11/4/24,,17 Hazel St. U:1,2,,,2900,2950,2950,1590,,12/17/24,12/17/24,"Water, Sewerage Disposal"
73309246,11/4/24,,210 South St U:5-1,2,No,,4875,4950,5950,1730,,2/4/25,2/4/25,Other (See Remarks)
73309249,11/4/24,,50 South Elm U:1,4,No,,3400,3400,3400,2888,,11/12/24,11/12/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Garden Area, Parking "
73309253,11/4/24,,27 Cherry St U:27,1,,,1500,1500,1500,1000,,11/23/24,11/23/24,Refuse Removal
73309256,11/4/24,,188 North Street U:54,1,Yes,,3600,3600,3600,687,,1/21/25,1/21/25,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Internet"
73309275,11/1/24,,12 Danube St. U:3,4,No,,3600,3600,3600,989,,12/23/24,12/23/24,Hot Water
73309278,11/4/24,,80 Massachusetts Ave U:80,4,No,,5500,5500,5500,1884,,12/11/24,12/11/24,Other (See Remarks)
73309279,11/4/24,,48 Parsons U:15,3,,,3175,3675,3675,5000,,2/28/25,2/28/25,"Water, Sewerage Disposal, Refuse Removal, Parking "
73309289,11/4/24,,11 Victory Road U:25,2,,,2750,2750,2750,800,,11/15/24,11/15/24,"Heat, Hot Water, Water, Snow Removal"
73309291,11/4/24,,84 Greenwood U:3L,1,,,1450,1450,1450,250,,1/23/25,1/23/25,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Internet"
73309292,11/4/24,,2 Arlington St U:32,2,,,3200,3200,3200,727,,12/18/24,12/11/24,"Heat, Hot Water"
73309293,11/4/24,,8 Island Court U:409,3,,Oliver Ames,5200,5200,5200,2415,,11/4/24,11/4/24,Hot Water
73309296,11/4/24,,22 Bradbury U:B,1,,,2950,2950,2950,900,,11/9/24,11/9/24,"Heat, Hot Water"
73309297,11/4/24,,84 Greenwood Street U:3R,1,,,1250,1250,1250,175,,11/21/24,11/21/24,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Refuse Removal, Laundry Facilities, Internet"
73309299,11/4/24,,1 Primus Avenue U:1A,1,Yes,,2550,2575,2575,360,,11/21/24,11/21/24,"Heat, Hot Water, Gas"
73309301,11/4/24,,92 S Common St U:5,0,,,1500,1500,1350,250,,1/16/25,1/16/25,"Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73309303,11/4/24,,12 Dalrymple St U:3,5,,,4050,4200,4850,1900,,2/1/25,2/1/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73309308,11/4/24,,368 E. 8th St,2,,,3300,3300,3300,1327,,12/22/24,11/15/24,Occupancy Only
73309310,11/4/24,,12 Kilsyth Ter U:44,1,,,2300,2300,2300,700,,11/14/24,11/14/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73309312,11/4/24,,440 Park Avenue U:1,2,No,,1950,1950,1950,950,,12/19/24,12/13/24,"Water, Sewerage Disposal"
73309314,11/4/24,,110 Broad Street U:703,3,No,,11000,12000,12000,2319,,2/20/25,2/20/25,"Refuse Removal, Snow Removal, Clubroom"
73309316,11/4/24,,27 Beacon Street U:2,2,,,2600,2600,2600,1300,,12/18/24,12/18/24,"Water, Sewerage Disposal, Refuse Removal, Laundry Facilities"
73309325,11/4/24,,148 Maxfield St U:3,2,,,1500,1500,1500,738,,11/29/24,11/29/24,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73309327,11/4/24,,52-54 Maplewood U:52,2,,,2600,2600,2700,99999,,1/30/25,1/30/25,"Water, Sewerage Disposal, Refuse Removal"
73309334,11/4/24,,185 Maverick Street U:2,1,Partial,,2600,2600,2800,657,,12/27/24,12/27/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Furnishings (See Remarks), Laundry Facilities"
73309341,11/4/24,,45 Province U:907,2,,,6800,6800,6800,1609,,11/18/24,11/18/24,"Heat, Hot Water, Gas, Water, Refuse Removal, Recreational Facilities, Grounds Maintenance, Swimming Pool, Parking "
73309342,11/4/24,,1 Pearl Street Place U:1,3,No,,3500,3500,4000,1171,,11/21/24,11/21/24,Occupancy Only
73309350,11/4/24,,14 Commonwealth Ave U:14,1,No,,1675,1675,1675,600,,12/16/24,12/16/24,"Snow Removal, Grounds Maintenance, Parking "
73309359,11/4/24,,287 Maverick St U:505,2,No,,3100,2900,3000,810,,12/5/24,12/5/24,"Water, Sewerage Disposal"
73309362,11/4/24,,11 Kendalls Ml U:11,2,,,2800,2900,2900,1190,,1/7/25,1/7/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Tennis Court, Swimming Pool"
73309367,11/4/24,,107 Chelsea St U:1,2,,,2600,2600,2700,850,,1/24/25,1/24/25,"Water, Snow Removal, Occupancy Only"
73309374,11/4/24,,21 Linden St U:138,1,No,,1850,1850,1850,843,,11/11/24,11/11/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73309376,11/4/24,,55 Green  Street U:C-202,2,No,,2460,2460,2460,985,,12/5/24,12/5/24,"Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Clubroom, Laundry Facilities, Parking "
73309377,11/4/24,,55 Green  Street U:C-311,2,No,,2460,2460,2460,985,,11/18/24,11/18/24,"Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Clubroom, Laundry Facilities, Parking "
73309380,11/4/24,,1 Earhrt st U:704,1,,,3100,3100,3350,770,,1/3/25,1/3/25,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73309382,11/4/24,,346 Beacon St U:P,0,,,375,400,400,999,,11/26/24,11/26/24,Other (See Remarks)
73309388,11/4/24,,66 Clarkson St U:3,4,No,,3419,3650,3650,1769,,12/8/24,11/20/24,"Water, Sewerage Disposal"
73309397,11/4/24,,15 Clark U:3,2,No,,2400,2400,2400,600,,11/8/24,11/8/24,"Hot Water, Water, Refuse Removal, Laundry Facilities"
73309401,11/4/24,,617 E 7th St. U:2,3,,,6000,6000,6500,1922,,12/23/24,12/23/24,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73309409,11/4/24,,130 Rocky Hill Rd U:1,2,No,,2700,2700,2700,1056,,11/18/24,11/15/24,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Air Conditioning, Parking "
73309418,11/4/24,,5 Eagle Brook BLVD U:73,3,,,3450,3450,3450,1493,,12/3/24,12/3/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73309428,11/4/24,,20 North Mill U:1016,2,,,3500,3500,3500,1339,,12/13/24,12/13/24,"Water, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Tennis Court, Swimming Pool, Clubroom, Laundry Facilities, Parking "
73309429,11/4/24,,5 Eagle Brook BLVD U:93,2,,,3200,3200,3200,1388,,11/26/24,11/26/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73309430,10/29/24,,41 South St U:2,1,,,2500,2500,2500,600,,11/6/24,11/6/24,"Heat, Hot Water"
73309431,11/4/24,,5 Eagle Brook BLVD U:55,2,,,3300,3300,3300,1388,,11/26/24,11/26/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73309433,11/4/24,,5 Eagle Brook BLVD U:67,2,,,3300,3300,3300,1388,,2/7/25,2/3/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73309437,11/4/24,,33 Rogers St. U:615,1,No,,4004,4004,3980,861,,2/6/25,2/6/25,"Snow Removal, Recreational Facilities"
73309446,11/4/24,,23 Common St U:1,2,No,,2000,2180,2200,700,,11/25/24,11/25/24,"Water, Sewerage Disposal, Parking "
73309449,11/4/24,,379 Water St U:N/A,4,,,3800,3800,3800,1900,,11/22/24,11/22/24,"Water, Sewerage Disposal"
73309450,11/4/24,,88 Charles St U:15,1,No,,2195,2195,2195,600,,12/13/24,12/5/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73309459,11/4/24,,84 Appleton St U:1,1,,,2500,2500,2700,9999,,12/18/24,12/18/24,"Hot Water, Water, Sewerage Disposal"
73309461,11/4/24,,13 Shetland U:211,1,,,2500,2475,2500,726,,12/4/24,12/4/24,Occupancy Only
73309471,11/4/24,,258 Marlborough U:2F,1,,,3150,3150,3150,675,,11/11/24,11/11/24,"Heat, Hot Water"
73309474,11/4/24,,10 Blueberry Hill Rd. U:A,2,No,Natick High,2650,2650,2650,980,,11/9/24,11/9/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Garden Area, Occupancy Only, Laundry Facilities, Parking "
73309475,11/4/24,,29R Albion Street U:1,3,No,,3600,3600,3600,1022,,1/23/25,1/23/25,"Water, Sewerage Disposal, Grounds Maintenance, Extra Storage, Laundry Facilities, Parking "
73309476,11/4/24,,318 Rindge Ave U:405,2,,,3600,3600,3600,1152,,12/3/24,12/3/24,"Water, Refuse Removal, Snow Removal, Grounds Maintenance, Occupancy Only"
73309477,11/4/24,,312 Chelsea U:2,2,,,2500,2500,2600,800,,1/6/25,1/6/25,"Water, Sewerage Disposal, Refuse Removal"
73309481,11/4/24,,85 Mulberry St U:3,2,,,2400,2400,2400,1066,,1/1/25,1/1/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73309482,11/4/24,,13 Pine St,3,No,,1800,1800,1800,988,,11/10/24,11/10/24,"Water, Sewerage Disposal"
73309488,11/4/24,,797 Columbia Rd U:1,2,,,2800,2800,2800,1030,,11/12/24,11/12/24,"Water, Sewerage Disposal, Refuse Removal, Air Conditioning, Parking "
73309496,11/4/24,,159 Allston St U:1,2,No,,3500,3500,3500,1100,,12/27/24,12/27/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Garden Area, Air Conditioning, Laundry Facilities"
73309498,11/4/24,,48 Chickatawbut St U:48,2,No,,2600,2600,2600,1300,,11/11/24,11/11/24,"Water, Sewerage Disposal"
73309504,11/4/24,,68-70 Flint U:1,2,,,2800,2850,2850,1000,,1/15/25,1/15/25,"Water, Sewerage Disposal"
73309505,11/4/24,,27 Charlesdale Rd,3,No,,3500,3500,3500,2348,,2/17/25,2/11/25,Occupancy Only
73309508,11/4/24,,127 Centre St U:303,1,,,1875,1875,1875,740,,11/12/24,11/12/24,"Snow Removal, Grounds Maintenance"
73309509,11/4/24,,127 Centre St U:304,1,,,1875,1875,1875,740,,11/4/24,11/4/24,"Snow Removal, Grounds Maintenance"
73309510,11/4/24,,127 Centre St U:305,1,,,1850,1850,1850,700,,11/12/24,11/12/24,"Snow Removal, Grounds Maintenance"
73309511,11/4/24,,127 Centre St U:306,1,,,1900,1900,1900,760,,11/4/24,11/4/24,"Snow Removal, Grounds Maintenance"
73309512,11/4/24,,127 Centre St U:307,1,,,1825,1875,1875,740,,11/4/24,11/4/24,"Snow Removal, Grounds Maintenance"
73309513,11/4/24,,127 Centre St U:308,1,,,1875,1875,1875,740,,11/14/24,11/14/24,"Snow Removal, Grounds Maintenance"
73309515,11/4/24,,127 Centre St U:309,1,,,1875,1875,1875,740,,11/4/24,11/4/24,"Snow Removal, Grounds Maintenance"
73309516,11/4/24,,127 Centre St U:301,2,,,2250,2250,2250,1090,,11/4/24,11/4/24,"Snow Removal, Grounds Maintenance"
73309517,11/4/24,,127 Centre St U:310,2,,,2300,2300,2300,1090,,11/7/24,11/7/24,"Snow Removal, Grounds Maintenance"
73309520,11/4/24,,7 Perham St U:1,1,,,1950,1950,1950,700,,11/14/24,11/8/24,"Water, Sewerage Disposal, Refuse Removal"
73309525,11/4/24,,62 main U:1R,1,No,NMRSD,1200,1200,1200,600,,11/12/24,11/12/24,"Water, Sewerage Disposal, Refuse Removal"
73309529,11/4/24,,131 Coolidge Ave U:624,2,,WHS,2900,2900,2900,1270,,2/11/25,2/11/25,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Swimming Pool, Extra Storage, Parking "
73309536,11/4/24,,5-7 Concord Ct U:7,2,No,,2300,2300,2400,750,,11/26/24,11/26/24,"Water, Refuse Removal, Snow Removal, Grounds Maintenance"
73309544,11/4/24,,5-7 Concord Ct U:2,1,No,,1600,1600,1800,500,,1/22/25,1/21/25,"Water, Refuse Removal, Snow Removal, Grounds Maintenance"
73309550,11/4/24,,97 Main St. U:4,1,,,1850,1850,1850,700,,12/30/24,12/30/24,"Hot Water, Refuse Removal"
73309553,11/4/24,,36 Hodges Avenue U:1,1,No,,1500,1400,1400,720,,11/13/24,11/13/24,"Heat, Electric, Water, Grounds Maintenance, Parking "
73309554,11/4/24,,24 Upcrest U:2,2,,,2609,2600,2600,1600,,12/14/24,12/14/24,"Water, Sewerage Disposal, Refuse Removal"
73309557,11/1/24,,196 River St U:2,2,No,,2200,2300,2300,1000,,11/20/24,11/20/24,"Water, Parking "
73309566,11/4/24,,624 Hyde Park Avenue U:A6,2,No,New Mission,2000,2000,2000,708,,11/12/24,11/12/24,"Heat, Hot Water, Water, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73309570,11/5/24,,23 gardner U:2,3,No,,3450,3300,3300,1600,,2/1/25,2/1/25,"Water, Sewerage Disposal, Grounds Maintenance"
73309572,11/5/24,,931 Main Street U:1,1,No,,2000,2000,2000,99999,,11/11/24,11/11/24,"Heat, Hot Water, Electric, Gas, Water, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73309581,11/4/24,,15 Jordan St U:2,3,,,2400,2400,2500,1042,,1/27/25,1/27/25,"Water, Sewerage Disposal, Refuse Removal"
73309583,11/5/24,,29-31 Emerson St. U:29,3,,Newton North,3550,3500,3500,1250,,12/4/24,12/4/24,"Water, Sewerage Disposal, Grounds Maintenance, Parking "
73309587,11/5/24,,685 Pond Street U:B,1,Yes,Franklin High,1770,1795,1950,500,,12/9/24,12/9/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Furnishings (See Remarks), Air Conditioning, Laundry Facilities, Parking "
73309589,11/5/24,,214 Commonwealth Ave U:A,3,No,,3400,3300,3500,1780,,1/29/25,1/19/25,"Water, Sewerage Disposal"
73309601,11/5/24,,25 Meadow pond rd U:j,1,,,750,750,750,1368,,11/18/24,11/18/24,"Heat, Hot Water, Electric"
73309604,11/5/24,,132 Tyngsboro Road U:20,2,No,,2295,2295,2395,1000,,2/10/25,1/28/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Parking "
73309613,11/5/24,,58 Lewis Ave. U:1,2,No,Winthrop,2600,2600,2600,1100,,1/15/25,1/15/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73309615,11/5/24,,278 Dresser Hill U:6,1,No,,1400,1400,1400,592,,12/12/24,12/12/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Occupancy Only, Parking "
73309620,11/5/24,,524 Columbus Ave U:3,2,No,,4000,4000,4000,726,,11/18/24,11/14/24,"Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73309623,11/5/24,,11 Gibbs St U:D-51,2,,,1950,1950,1950,964,,11/23/24,11/23/24,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance"
73309636,11/5/24,,1243 Beacon U:4D,1,,,2700,2700,2700,710,,11/25/24,11/25/24,"Heat, Hot Water, Water, Sewerage Disposal, Parking "
73309639,11/5/24,,8 Cutter Park U:8,3,,,4450,4450,4450,1447,,11/12/24,11/12/24,"Water, Sewerage Disposal, Refuse Removal, Parking "
73309652,11/5/24,,"50 Hamilton st., U:2",4,No,,3600,3600,3995,2000,,1/27/25,1/27/25,"Water, Sewerage Disposal"
73309659,11/5/24,,2 Earhart Street U:403,2,,,4250,3900,3900,951,,1/12/25,1/12/25,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Garden Area, Air Conditioning, Other (See Remarks)"
73309661,11/5/24,,558 Columbus Ave U:4F,1,No,,2883,2883,2883,470,,12/11/24,12/11/24,"Heat, Hot Water, Water, Sewerage Disposal"
73309662,11/5/24,,585 Essex St U:203,0,,,1475,1595,1595,425,,11/30/24,11/30/24,"Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Security"
73309663,11/5/24,,585 Essex St U:204,0,,,1595,1595,1595,425,,12/1/24,12/1/24,"Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Security"
73309665,11/5/24,,5 Beals Cove Road U:A,2,No,,2800,2800,2800,1192,,11/23/24,11/9/24,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Tennis Court, Swimming Pool, Air Conditioning, Laundry Facilities, Parking , Paddle Tennis"
73309677,11/5/24,,54 Summer Street U:4,2,,,2100,2100,2100,937,,1/3/25,1/3/25,Internet
73309678,11/5/24,,237 W Newton Street U:2,1,,,3500,3500,3500,700,,12/13/24,12/13/24,"Water, Sewerage Disposal"
73309680,11/5/24,,48 Kirkland Street U:5,0,No,,1750,1750,1750,250,,11/15/24,11/15/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal"
73309681,11/5/24,,57 Apache Way U:57,2,,,2600,2600,2600,1274,,11/16/24,11/11/24,"Water, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking , Other (See Remarks)"
73309684,11/5/24,,72 Bunker Hill U:1,2,,,2900,2900,2900,1600,,12/2/24,11/19/24,"Hot Water, Water, Sewerage Disposal, Parking , Other (See Remarks)"
73309695,11/5/24,,663 Lowell St U:34,2,No,Lexington,3600,3600,3600,1566,,12/2/24,12/2/24,"Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73309696,11/5/24,,1999 Commonwealth Ave U:34,1,No,,2200,2200,2250,565,,1/8/25,1/8/25,"Heat, Hot Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73309697,11/5/24,,47 Appleton St U:5,0,,,1675,1675,1675,400,,12/6/24,12/6/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73309698,11/5/24,,12 Kenmar Drive U:76,1,No,,1875,1875,1900,610,,11/30/24,11/30/24,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Swimming Pool, Extra Storage, Laundry Facilities, Parking "
73309702,11/5/24,,40 Longwood U:1,3,,,3475,3400,3400,1000,,11/20/24,11/20/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal"
73309703,11/5/24,,18 Coolidge St U:2,1,No,Auburn Senior,1300,1300,1400,650,,11/18/24,11/14/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal"
73309712,11/5/24,,85 Charles St. U:4,2,No,,3400,3400,3400,689,,11/26/24,11/26/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73309716,11/5/24,,130-132 Fellsway West U:3,3,No,,2600,2600,2800,982,,1/17/25,1/17/25,"Water, Sewerage Disposal"
73309717,11/1/24,,83 Elm Street U:3,3,No,,2275,2400,2400,1200,,2/25/25,2/25/25,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73309718,11/5/24,,2 BUTTONWOOD LANE U:B,3,,,2600,2600,2600,1300,,12/1/24,12/1/24,"Water, Parking "
73309719,11/5/24,,694 Broad St U:1,1,No,,2000,2000,2000,860,,1/30/25,1/30/25,"Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73309724,11/5/24,,435 Walnut Ave U:2,1,,,1950,1950,1950,500,,12/29/24,12/29/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73309730,11/5/24,,5 HILLTOP RD U:1,2,,,2500,2500,2700,1150,,11/25/24,11/25/24,"Water, Sewerage Disposal, Parking "
73309738,11/5/24,,51 brow st U:2,3,,,1500,1400,1500,1000,,12/10/24,12/10/24,"Water, Sewerage Disposal, Snow Removal"
73309740,11/5/24,,62 BROWN U:1,1,No,,1750,1750,1750,900,,12/2/24,12/2/24,"Water, Sewerage Disposal, Snow Removal"
73309741,11/5/24,,465 High St U:2,2,No,,1650,1650,1650,800,,12/6/24,12/6/24,"Water, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Parking "
73309751,11/5/24,,6 Laurel St U:3,1,No,,1850,1850,1850,800,,11/19/24,11/19/24,"Heat, Water"
