LIST_NO,LIST_DATE,LEVELS_MF,ADDRESS,NO_BEDROOMS,FURNISHED_RN,HIGH_SCHOOL,LIST_OR_SALE_PRICE,LIST_PRICE,ORIG_PRICE,SQUARE_FEET,NEIGHBORHOOD,OFF_MKT_DATE,OFFER_DATE,RENT_FEE_INCLUDES_RN
73308322,10/31/24,,267 Humboldt Avenue U:1,3,No,,2800,2800,3200,2100,,12/17/24,12/17/24,"Hot Water, Water, Sewerage Disposal"
73308325,10/31/24,,19 Carson St. U:2C,1,,,2400,2400,2400,675,,2/25/25,2/25/25,"Water, Sewerage Disposal, Refuse Removal, Parking "
73308330,10/31/24,,2 FAIRLAWN AVE U:SUITE 2,2,No,,1650,1650,1650,1200,,12/26/24,12/26/24,"Snow Removal, Occupancy Only, Parking "
73308331,10/31/24,,18 Preble St U:2,2,,,3900,3900,4000,1150,,12/21/24,12/21/24,"Water, Sewerage Disposal"
73308333,10/31/24,,63-65 Harvard Street U:1,2,No,,2600,2600,2750,986,,11/21/24,11/21/24,"Water, Sewerage Disposal"
73308334,10/31/24,,309R Sumner Street U:2L,0,No,,2000,2000,2200,470,,1/31/25,1/31/25,"Water, Sewerage Disposal"
73308335,10/31/24,,63-65 Harvard Street U:2,3,,,3200,3200,3750,1200,,12/30/24,12/30/24,"Water, Sewerage Disposal"
73308336,10/31/24,,14 William St U:1,2,,,1850,2000,1800,845,,11/27/24,11/27/24,"Refuse Removal, Snow Removal, Grounds Maintenance"
73308348,10/31/24,,119 Webster St U:3,1,No,,2700,2725,2800,793,,11/24/24,11/24/24,"Water, Sewerage Disposal"
73308350,10/31/24,,199 Lake Shore Road U:2B,2,No,,2200,2200,2200,750,,11/7/24,11/6/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Swimming Pool"
73308351,10/31/24,,25 HUNTHURST CIRCLE U:25,3,,,2500,2500,2300,1400,,11/13/24,11/13/24,"Snow Removal, Grounds Maintenance, Parking "
73308362,10/31/24,,51 Pelham Street U:2,2,,,1800,1850,1850,725,,11/22/24,11/22/24,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73308368,10/31/24,,303 Beach U:2R,1,No,,1975,1975,1975,600,,11/18/24,11/18/24,"Water, Sewerage Disposal, Refuse Removal, Parking "
73308371,10/31/24,,57 Charlemont Street U:Single Fam,2,,South,3500,3300,3300,1500,,11/18/24,11/17/24,Occupancy Only
73308379,10/31/24,,45 Province U:902,2,No,,5500,5500,7000,1535,,2/28/25,2/23/25,"Heat, Hot Water, Gas, Water, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Swimming Pool, Security"
73308383,10/31/24,,41 Pilgrim,3,Partial,MHHS,4800,4800,5200,2500,,12/1/24,12/1/24,"Water, Sewerage Disposal, Refuse Removal, Grounds Maintenance"
73308394,10/30/24,,176 Wales U:3,1,,,2000,2000,2000,650,,11/9/24,11/2/24,"Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73308396,10/31/24,,96-98 Stearns Avenue U:3,3,No,,2400,2400,2400,1410,,11/25/24,11/25/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73308397,10/31/24,,543 N Washington St U:2,2,,,1800,1800,1800,900,,12/1/24,12/1/24,"Heat, Water"
73308402,10/31/24,,40 Saint Botolph Street U:34,1,No,,3000,3000,3000,646,,11/7/24,11/3/24,"Heat, Hot Water, Water, Sewerage Disposal"
73308406,10/31/24,,8 Hersey St. U:3,2,No,,1995,1995,1995,648,,3/1/25,3/1/25,"Water, Sewerage Disposal"
73308418,10/31/24,,154-156 Bayswater U:1,2,No,,3800,3800,4000,1100,,12/3/24,12/3/24,"Water, Sewerage Disposal"
73308421,10/31/24,,98 Commercial Street U:2R,1,No,Weymouth High,1800,1750,1750,700,,12/1/24,12/1/24,"Water, Sewerage Disposal, Refuse Removal, Garden Area"
73308426,10/31/24,,58 Olde Colonial Drive U:3,2,,,1800,1800,1800,1636,,11/25/24,11/25/24,"Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73308427,10/31/24,,101 Centennial U:1,2,No,,2400,2400,2500,920,,12/5/24,12/5/24,Water
73308430,10/31/24,,10 Rogers U:229,1,No,,2700,2700,2700,707,,12/11/24,12/11/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Swimming Pool, Extra Storage, Laundry Facilities, Parking "
73308432,10/31/24,,157 Woodland Ave U:1,3,,,1795,1795,1795,1000,,12/2/24,11/3/24,"Water, Sewerage Disposal, Refuse Removal"
73308436,10/31/24,,24 Park Avenue U:2,2,,,2350,2350,2250,900,,11/11/24,11/11/24,Water
73308437,10/31/24,,114 Pleasant Street U:3,2,,,3050,3050,3050,1000,,11/18/24,11/18/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage"
73308440,10/31/24,,8 Island Court U:110,2,,Oliver Ames,4300,4300,4300,1810,,10/31/24,10/31/24,Water
73308448,10/31/24,,111 Woerd Avenue U:1,2,No,,2600,2600,2800,1100,,2/27/25,2/27/25,"Water, Sewerage Disposal, Refuse Removal, Extra Storage, Parking "
73308454,10/31/24,,34 Warwick  Rd U:2,3,,,2995,2995,3200,1100,,3/3/25,3/3/25,"Water, Sewerage Disposal"
73308458,10/31/24,,10 Rogers U:230,2,No,,2800,2800,2800,1201,,11/23/24,11/23/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Swimming Pool, Extra Storage, Parking "
73308459,10/31/24,,4 Crawford St U:11,1,No,,2750,3000,3000,570,,12/30/24,12/30/24,"Heat, Hot Water, Water, Refuse Removal, Snow Removal"
73308472,10/31/24,,573 Broad Street U:335,2,No,WHS,2175,2175,2175,838,,11/9/24,11/7/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Tennis Court, Swimming Pool, Extra Storage, Parking "
73308480,10/31/24,,19 Knowlton St U:2,2,,,3000,3000,3200,630,,1/7/25,1/7/25,"Water, Sewerage Disposal, Refuse Removal, Laundry Facilities"
73308493,10/31/24,,32 Freeman St U:3,1,,,1600,1600,1600,680,,11/14/24,11/14/24,"Water, Sewerage Disposal"
73308503,10/31/24,,207 Knight Avenue U:207,3,,,3000,3000,3500,1421,,12/19/24,12/18/24,"Water, Sewerage Disposal, Refuse Removal, Grounds Maintenance, Extra Storage"
73308507,10/31/24,,230 Willard St U:308,2,,,2200,2200,2200,859,,11/27/24,11/27/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Extra Storage, Parking "
73308518,10/31/24,,108 Radcliffe Rd,5,No,Belmont High,6500,7000,7500,3248,,12/23/24,12/20/24,Occupancy Only
73308532,10/31/24,,26 Seafoam Ave U:3,2,,,2400,2400,2500,9999,,11/21/24,11/21/24,"Water, Parking "
73308540,10/31/24,,250 Congress Ave U:16,2,No,,2600,2600,2600,1600,,11/23/24,11/23/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73308545,10/31/24,,44 Antwerp Street U:1,4,Partial,,4900,5200,5400,2342,,12/23/24,12/23/24,"Water, Refuse Removal, Laundry Facilities"
73308552,10/31/24,,108 Maple St U:4,1,No,Malden High,2000,2000,2000,660,,11/14/24,11/14/24,"Heat, Hot Water, Water, Refuse Removal, Snow Removal, Grounds Maintenance, Swimming Pool, Extra Storage, Garden Area, Laundry Facilities, Parking , Security"
73308553,10/31/24,,40 Orkney U:3Furnished,2,Yes,,4500,4000,4000,900,,1/18/25,1/18/25,"Heat, Hot Water, Refuse Removal, Snow Removal, Laundry Facilities, Internet"
73308588,11/1/24,,132 Comins Pond Rd U:B,3,No,,2200,2200,2200,1600,,11/27/24,11/27/24,"Water, Sewerage Disposal, Extra Storage, Parking "
73308597,11/1/24,,8 BERKELEY ST U:2,2,No,,2500,2500,2500,1050,,11/25/24,11/25/24,"Water, Sewerage Disposal, Refuse Removal"
73308609,11/1/24,,26 Ashford St U:1,2,No,,2650,2700,2800,900,,1/8/25,1/8/25,"Water, Sewerage Disposal, Refuse Removal"
73308614,11/1/24,,23 Glines St. U:2,4,No,Haverhill High,2500,2400,2400,1215,,11/18/24,11/18/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Laundry Facilities, Parking "
73308616,11/1/24,,62 Washington Ave U:WI2,0,No,,1850,1850,1850,500,,11/7/24,11/7/24,"Heat, Hot Water, Water, Sewerage Disposal, Snow Removal, Grounds Maintenance"
73308618,11/1/24,,26 Ashford St U:2,4,No,,3800,3800,4000,1800,,1/18/25,1/18/25,"Water, Sewerage Disposal, Refuse Removal"
73308622,11/1/24,,46 Eustis St U:1,2,,,2800,2800,2800,767,,11/26/24,11/26/24,"Water, Sewerage Disposal, Grounds Maintenance"
73308625,11/1/24,,386 Commercial U:5B,0,No,,1750,1900,1900,300,,1/1/25,12/12/24,"Water, Sewerage Disposal"
73308635,11/1/24,,48 Crosby St,3,No,,4000,4000,4000,1232,,11/23/24,11/20/24,"Water, Sewerage Disposal"
73308660,11/1/24,,15 PURVIS ST. U:3,1,,,1750,1750,1800,603,,2/20/25,2/20/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73308667,11/1/24,,331 Huntington Ave U:41,2,No,,2300,2300,2300,500,,11/26/24,11/26/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal"
73308668,11/1/24,,7 Grandview U:1,3,No,,3300,3300,3300,1300,,11/26/24,11/26/24,Water
73308680,11/1/24,,14 Wheatland St. U:2,3,No,,2750,2750,2750,1200,,11/22/24,11/22/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Parking "
73308685,11/1/24,,250 Commonwealth Ave U:20,2,,,4800,4800,4800,1008,,11/25/24,11/25/24,"Heat, Hot Water, Water"
73308688,11/1/24,,68 Main Street U:37C,0,No,,1800,1800,1800,500,,11/8/24,11/8/24,"Heat, Hot Water"
73308693,11/1/24,,1910 Dorchester Ave U:514,2,No,,2800,2850,2850,953,,12/16/24,12/2/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73308705,11/1/24,,91 Crescent Street U:4,2,No,NHS,1300,1300,1300,625,,11/7/24,11/7/24,"Water, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Laundry Facilities, Parking , Internet"
73308710,11/1/24,,48 Beacon St U:6F,1,No,,4500,4500,4500,779,,11/18/24,11/18/24,"Heat, Hot Water"
73308717,11/1/24,,20 Copley St U:Rear,1,,,1950,1950,1950,450,,11/25/24,11/25/24,"Water, Sewerage Disposal, Refuse Removal"
73308722,11/1/24,,93 Ploughed Neck Rd U:WINTER,2,Yes,,1800,1800,1800,736,,12/1/24,11/25/24,"Water, Sewerage Disposal, Furnishings (See Remarks), Laundry Facilities, Parking "
73308743,11/1/24,,97 America Blvd U:97,2,No,,3400,3400,3400,2200,,11/19/24,11/19/24,"Refuse Removal, Snow Removal, Grounds Maintenance"
73308744,11/1/24,,1049 Pleasant St U:4,2,No,NBHS/VOKE,2000,2000,2000,996,,1/18/25,1/6/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Parking "
73308745,11/1/24,,1 Devlin Ave U:A,2,,NAHS,1800,1800,1800,1050,,11/11/24,11/4/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage"
73308753,11/1/24,,690-692 Main St U:3,1,,,1850,1850,2100,878,,2/7/25,2/7/25,Water
73308762,11/1/24,,108 Brooks St U:single,4,,,3900,4000,4500,2250,,12/16/24,12/16/24,"Grounds Maintenance, Extra Storage, Parking "
73308767,11/1/24,,4 Hovey St U:1R,1,No,,2200,2200,2200,580,,1/14/25,1/12/25,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Grounds Maintenance"
73308768,11/1/24,,656 Tremont U:2,1,Partial,,3100,2950,2950,520,,12/10/24,12/10/24,"Heat, Hot Water"
73308770,11/1/24,,21 Park Street U:B,1,No,,1900,1900,2000,825,,2/4/25,2/4/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73308782,11/1/24,,61 Woodland St U:61,3,Yes,Dover Sherborn,5000,5500,5500,2095,,11/26/24,11/26/24,"Water, Snow Removal, Grounds Maintenance, Garden Area, Playground, Furnishings (See Remarks), Laundry Facilities"
73308786,11/1/24,,33 Hermon St U:L-405,0,,,1680,1680,1680,0,,11/1/24,11/1/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Laundry Facilities, Parking , Security"
73308789,10/31/24,,47 Post N Rail Ave,2,,,2500,2500,2500,1278,,11/8/24,11/8/24,"Water, Refuse Removal, Grounds Maintenance, Beach Rights"
73308792,11/1/24,,33 Hermon St U:GR-2,1,,,2075,2075,2075,0,,11/1/24,11/1/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Laundry Facilities, Parking , Security"
73308794,11/1/24,,33 Hermon St U:R-106,1,,,1975,1975,1975,0,,11/1/24,11/1/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Laundry Facilities, Parking , Security"
73308798,10/31/24,,87 West St U:2,3,,,3300,3300,3500,1000,,12/16/24,12/16/24,"Water, Sewerage Disposal"
73308801,11/1/24,,13 Sudbury Street U:413,1,No,,2200,2200,2200,0,,11/1/24,11/1/24,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Air Conditioning, Clubroom, Security"
73308804,11/1/24,,13 Sudbury Street U:404,1,No,,2000,2000,2000,0,,11/1/24,11/1/24,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Air Conditioning, Clubroom, Security"
73308806,11/1/24,,13 Sudbury Street U:504,1,No,,1775,1775,1775,0,,11/1/24,11/1/24,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Air Conditioning, Clubroom, Security"
73308812,11/1/24,,13 Sudbury Street U:313,1,No,,2075,2075,2075,0,,11/1/24,11/1/24,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Air Conditioning, Clubroom, Security"
73308813,11/1/24,,784 E 3rd St U:2,3,No,,3000,3000,3000,808,,11/6/24,11/6/24,"Water, Sewerage Disposal"
73308814,11/1/24,,205 Langley Rd U:2,2,,,2600,2600,2700,1200,,12/19/24,12/19/24,Other (See Remarks)
73308816,11/1/24,,13 Sudbury Street U:510,1,No,,1825,1825,1825,0,,11/1/24,11/1/24,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Air Conditioning, Clubroom, Security"
73308817,11/1/24,,13 Sudbury Street U:501,1,No,,1975,1975,1975,0,,11/1/24,11/1/24,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Air Conditioning, Clubroom, Security"
73308818,11/1/24,,28 Water Street U:504,0,No,,1530,1530,1530,416,,11/1/24,11/1/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Internet"
73308819,11/1/24,,111 Park St U:2,3,No,,1400,1400,1500,806,,11/22/24,11/22/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Occupancy Only"
73308826,11/1/24,,21 Highland St U:11,1,No,,1600,1600,1600,900,,11/1/24,11/1/24,Hot Water
73308832,11/1/24,,1943 Central St U:2,1,,,1850,1850,1850,600,,1/31/25,1/31/25,"Heat, Hot Water, Electric, Gas, Water, Refuse Removal"
73308838,11/1/24,,22 Ninth St U:705,2,No,Medford High,2800,2800,2950,1193,,12/5/24,12/4/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Tennis Court, Swimming Pool, Extra Storage, Clubroom, Parking "
73308839,11/1/24,,94 Rockland U:3,1,No,,1100,1100,1100,0,,12/1/24,11/19/24,Water
73308858,11/1/24,,204 Elliott St U:1,3,No,,3000,3000,3000,1200,,12/27/24,12/27/24,"Water, Sewerage Disposal, Laundry Facilities, Parking "
73308859,11/1/24,,33 Dunbar St U:33,2,No,Canton,2850,2850,2850,1148,,1/15/25,1/15/25,"Water, Sewerage Disposal, Refuse Removal, Grounds Maintenance, Parking "
73308864,11/1/24,,217 Cherry St U:217,2,No,North,2600,2600,2600,1306,,2/6/25,1/29/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Laundry Facilities, Parking "
73308866,11/1/24,,92 Elsie U:2,2,No,,2600,2600,2600,1000,,11/27/24,11/27/24,"Refuse Removal, Snow Removal, Grounds Maintenance"
73308871,11/1/24,,157 Spring U:157,2,No,,2550,2650,2650,1000,,1/23/25,1/23/25,"Sewerage Disposal, Refuse Removal, Snow Removal"
73308878,11/1/24,,14 Girard Ave U:1,2,,,1650,1650,1650,776,,12/15/24,12/15/24,Water
73308880,11/1/24,,10 MARBLEHEAD ST U:2,2,No,,2600,2600,2600,1100,,11/28/24,11/14/24,"Heat, Hot Water, Electric, Sewerage Disposal, Refuse Removal, Grounds Maintenance, Extra Storage"
73308887,11/1/24,,48 Forest Ave U:2,3,No,,2800,2800,3000,1400,,12/3/24,12/3/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Parking "
73308915,11/1/24,,4 Collins Ave U:2,3,,,2395,2395,2395,1000,,1/14/25,1/14/25,"Water, Sewerage Disposal, Refuse Removal"
73308916,11/1/24,,165 CHESTNUT U:1,1,,,1900,1900,1900,700,,11/8/24,11/5/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73308917,11/1/24,,19 Littleton Rd U:411,3,,WA,3850,3800,3980,2050,,12/31/24,12/18/24,"Water, Sewerage Disposal"
73308924,11/1/24,,400 Governors U:28,2,,,2300,2300,2300,989,,11/7/24,11/7/24,"Water, Snow Removal"
73308932,11/1/24,,57 Post N Rail Ave,2,No,,2500,2500,2500,891,,12/4/24,11/21/24,"Water, Refuse Removal, Grounds Maintenance"
73308935,11/1/24,,9 Myrick,4,No,,3500,3500,3500,2573,,12/1/24,12/1/24,Water
73308949,11/1/24,,22 Gardner St U:2,4,No,,3580,3580,3580,1500,,11/29/24,11/29/24,"Refuse Removal, Garden Area, Laundry Facilities, Parking "
73308952,11/1/24,,237 Colburn St U:237,2,No,,2400,2400,2400,1200,,11/18/24,11/18/24,Occupancy Only
73308968,11/2/24,,6 Fletcher Rd U:2,2,No,,3000,3000,3250,1428,,12/22/24,12/22/24,"Water, Sewerage Disposal, Refuse Removal, Grounds Maintenance, Parking "
73308975,11/2/24,,21 Quarry Rd U:21,4,,ABRJH,6500,6500,6500,2522,,12/12/24,12/12/24,"Sewerage Disposal, Grounds Maintenance"
73308976,11/2/24,,247 Chestnut Hill Ave U:44,1,No,,1900,1900,2000,391,,11/21/24,11/21/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73308992,11/2/24,,9 Silver Hill U:21,1,No,,1975,1975,1975,698,,11/5/24,11/5/24,"Water, Refuse Removal, Snow Removal, Grounds Maintenance, Tennis Court, Swimming Pool, Extra Storage, Air Conditioning, Parking "
73308994,11/2/24,,180 Telford U:311,2,No,,3700,3800,4000,1105,,11/21/24,11/21/24,"Water, Snow Removal, Recreational Facilities, Grounds Maintenance"
73309000,11/2/24,,950 Massachusetts Ave U:314,1,No,,2750,2750,2900,652,,11/18/24,11/18/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Swimming Pool, Laundry Facilities, Parking "
73309004,11/2/24,,23 Fairview Ave,4,No,,4200,4200,4200,1750,,1/1/25,1/1/25,"Refuse Removal, Extra Storage, Laundry Facilities, Parking "
73309015,11/1/24,,155 Centre Ave. U:2,4,No,,3295,3295,3395,2000,,11/27/24,11/27/24,"Laundry Facilities, Parking "
73309019,11/2/24,,40 Rice St U:3,1,No,,1600,1600,1600,520,,12/4/24,12/4/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73309022,11/2/24,,26 Battery St. U:1,1,No,,2600,2600,2600,600,,11/11/24,11/11/24,"Water, Sewerage Disposal"
73309025,11/2/24,,53 Arlington Street U:7,1,No,,1695,1695,1695,700,,12/7/24,12/7/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73309027,11/2/24,,12 Lyman St U:2r,0,,,1395,1395,1395,450,,12/11/24,12/11/24,Occupancy Only
73309028,11/2/24,,146 Willow Street U:25,2,,Waltham HS,2800,2800,2800,950,,12/27/24,12/19/24,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Air Conditioning"
73309029,11/2/24,,1580 Massachusetts U:7D,2,,,3500,3500,3500,1100,,11/15/24,11/15/24,"Hot Water, Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Parking "
73309035,11/2/24,,8B Schaller Street U:8B,3,No,Wellesley,3700,3700,3700,1232,,3/4/25,3/4/25,"Sewerage Disposal, Grounds Maintenance"
73309036,11/2/24,,36 Glen St U:1,3,No,,2900,2880,2950,1300,,11/18/24,11/18/24,"Water, Sewerage Disposal, Laundry Facilities, Parking "
73309037,11/2/24,,109 Waterston Ave U:1,2,,,2500,2400,2500,1142,,11/15/24,11/15/24,"Water, Sewerage Disposal, Parking "
73309039,11/2/24,,7 Gibbs Street U:2,2,No,,1900,1900,1900,959,,11/2/24,11/2/24,"Water, Sewerage Disposal, Occupancy Only"
73309040,11/2/24,,18 Norfolk U:2,4,No,,3500,3500,3500,1397,,12/27/24,12/27/24,Occupancy Only
73309042,11/2/24,,61 Spring Street U:2,2,,,2000,2000,2000,1000,,12/5/24,12/5/24,"Water, Refuse Removal, Laundry Facilities"
73309045,11/2/24,,107 1/2 inman St U:2,3,,,4200,4200,4200,990,,12/19/24,12/19/24,Water
73309048,11/2/24,,1568 Commonwealth Ave U:12,0,No,,1800,1800,1800,306,,11/21/24,11/21/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73309051,11/2/24,,1690 North Main st U:1,3,,,1959,1950,1950,1200,,12/1/24,12/1/24,Water
73309052,11/2/24,,2 Sugar Maple Ln U:2,2,No,,3000,3000,3150,1780,,11/26/24,11/26/24,Occupancy Only
73309053,11/2/24,,416 Marlborough Steet U:104,1,,,3150,3150,3350,477,,2/28/25,2/28/25,"Water, Sewerage Disposal"
73309056,11/2/24,,40 Brackett St U:1,3,No,,2500,2500,3000,99999,,2/12/25,2/12/25,"Water, Sewerage Disposal"
73309060,11/2/24,,40 Brackett St U:2,4,,,3300,3000,4000,99999,,1/22/25,1/22/25,"Water, Sewerage Disposal"
73309079,11/2/24,,39 Hale St U:39,4,,Newton South,5450,5450,5450,2400,,11/22/24,11/22/24,"Hot Water, Water, Sewerage Disposal"
73309081,11/2/24,,210 E Central U:210,3,No,,2500,2600,2600,1166,,12/26/24,12/26/24,Parking 
73309086,11/3/24,,31 Arrowhead Cir U:31,2,,,3000,3100,3100,1868,,11/8/24,11/8/24,"Snow Removal, Grounds Maintenance, Tennis Court, Garden Area, Laundry Facilities"
73309088,11/3/24,,155 Brookline Street U:15,2,,,4000,4000,4000,1374,,12/8/24,12/8/24,"Hot Water, Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Parking "
73309089,11/3/24,,502 Somerville Avenue U:3,3,,,2995,2995,2995,1442,,11/13/24,11/13/24,"Water, Sewerage Disposal, Grounds Maintenance, Parking "
73309091,11/3/24,,502 Somerville Avenue U:2,2,,,2400,2400,2400,745,,12/8/24,12/8/24,"Water, Sewerage Disposal, Grounds Maintenance"
73309094,11/3/24,,183 Harvard Street U:2,3,,,3200,3200,3200,1000,,12/12/24,12/12/24,"Water, Sewerage Disposal"
73309099,11/3/24,,15 Jordan U:1,3,,,2400,2400,2500,1042,,1/27/25,1/27/25,"Water, Sewerage Disposal, Refuse Removal"
73309100,9/22/24,,200 Water U:1,2,,,2100,2100,2100,1200,,11/18/24,11/18/24,"Water, Sewerage Disposal, Extra Storage"
73309102,11/3/24,,160 Summer Street U:5,1,No,,1900,1900,2035,700,,1/18/25,1/18/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Occupancy Only, Laundry Facilities, Parking "
73309104,11/3/24,,12 Hallmark Gardens U:10,1,No,,1775,1775,2000,725,,11/25/24,11/24/24,"Heat, Hot Water, Refuse Removal, Snow Removal, Grounds Maintenance"
73309105,11/3/24,,37 Central Street U:2,1,,,2200,2200,2200,1100,,11/10/24,11/10/24,"Water, Sewerage Disposal, Grounds Maintenance"
73309106,11/3/24,,275 Broadway U:304,1,No,,2200,2200,2200,800,,12/11/24,12/11/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Occupancy Only, Air Conditioning, Laundry Facilities, Parking "
73309109,11/3/24,,70 Canterbury Rd,4,Partial,Waltham,4200,4400,4500,2250,,1/17/25,1/16/25,"Snow Removal, Grounds Maintenance"
73309111,11/3/24,,566 Commonwealth U:408,1,No,,3275,3275,3275,855,,12/13/24,12/13/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Swimming Pool, Air Conditioning"
73309112,11/3/24,,122 Riverway U:5,0,,,2400,2400,2400,400,,11/6/24,11/4/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73309113,11/1/24,,12 Colonial Village Dr U:4,1,,Arlington High,1900,1900,2200,703,,12/31/24,12/31/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Recreational Facilities, Grounds Maintenance, Swimming Pool, Laundry Facilities"
73309115,11/3/24,,220 spencer U:201,1,No,,2300,2300,2500,1200,,12/19/24,12/19/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73309118,11/3/24,,51-53 Chestnut U:3,1,,Saugus High,2250,2250,2300,800,,12/9/24,12/8/24,"Refuse Removal, Extra Storage, Parking "
73309126,11/3/24,,159 Appleton Street U:2,3,Partial,,3100,3100,3500,1500,,1/30/25,1/30/25,"Water, Parking "
73309136,11/3/24,,12 Plantation Road U:12,2,No,,2395,2395,2395,1320,,11/12/24,11/10/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance"
73309137,11/3/24,,1186 worcester U:1130,1,,,1750,1750,1750,576,,11/11/24,11/11/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Security"
73309138,11/3/24,,36 School U:3,2,No,,1900,1900,1900,740,,11/20/24,11/18/24,"Water, Sewerage Disposal"
73309141,11/3/24,,114 Warren St U:1W,1,No,,1400,1400,1400,587,,11/7/24,11/7/24,"Heat, Hot Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Occupancy Only"
73309145,11/3/24,,54 Lewis Avenue U:1,1,,,2000,2050,2050,868,,12/10/24,12/10/24,"Water, Sewerage Disposal, Refuse Removal, Parking "
